Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
2526,CA-2016-124541,2016-06-04,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488
2527,CA-2016-124541,2016-06-04,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9
2528,CA-2016-124541,2016-06-04,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648
2529,CA-2016-124541,2016-06-04,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968
2536,CA-2016-143238,2016-06-09,08/09/2016,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253.0,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32
2586,CA-2016-121041,2016-03-11,10/11/2016,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117.0,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608
2623,CA-2015-164861,2015-03-12,06/12/2015,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116.0,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92
2631,CA-2016-168186,2016-10-09,15/09/2016,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,14.94
2635,CA-2016-116750,2016-05-07,10/07/2016,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928
2636,CA-2016-116750,2016-05-07,10/07/2016,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314.0,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23
2646,CA-2015-131002,2015-07-09,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69
2647,CA-2015-131002,2015-07-09,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81
2648,CA-2015-131002,2015-07-09,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,12.96
2649,CA-2015-131002,2015-07-09,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
2650,CA-2015-131002,2015-07-09,12/09/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,TEC-PH-10000215,Technology,Phones,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,104.85
2671,CA-2015-126403,2015-09-09,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44
2672,CA-2015-126403,2015-09-09,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88
2673,CA-2015-126403,2015-09-09,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2
2674,CA-2015-126403,2015-09-09,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
2689,CA-2016-153220,2016-12-11,14/11/2016,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7
2711,US-2016-120572,2016-11-12,15/12/2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828
2715,CA-2016-103723,2016-01-12,06/12/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105.0,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9
2716,CA-2015-127187,2015-04-12,08/12/2015,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98
2718,CA-2015-100006,2015-07-09,13/09/2015,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97
2720,CA-2015-110030,2015-06-12,08/12/2015,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095.0,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976
2721,CA-2015-121286,2015-04-11,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511.0,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376
2722,CA-2015-121286,2015-04-11,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511.0,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24
2724,CA-2015-153479,2015-04-10,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45
2725,CA-2015-153479,2015-04-10,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648
2733,CA-2015-107594,2015-02-07,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",73.98
2734,CA-2015-107594,2015-02-07,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58
2743,CA-2015-149244,2015-04-11,08/11/2015,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34
2747,CA-2015-155887,2015-12-05,17/05/2015,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038.0,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056
2749,CA-2016-110247,2016-04-12,08/12/2016,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226
2750,US-2015-141257,2015-08-06,14/06/2015,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552
2751,CA-2015-154669,2015-08-08,11/08/2015,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687.0,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28
2769,US-2016-122140,2016-02-04,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192
2770,US-2016-122140,2016-02-04,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220.0,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12
2771,US-2016-122140,2016-02-04,07/04/2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220.0,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976
2788,US-2015-117744,2015-02-12,06/12/2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415.0,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36
2789,US-2015-117744,2015-02-12,06/12/2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464
2790,US-2015-117744,2015-02-12,06/12/2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415.0,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96
2794,CA-2015-154599,2015-12-04,17/04/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088
2795,CA-2015-154599,2015-12-04,17/04/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.368
2796,CA-2015-154599,2015-12-04,17/04/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088
2797,CA-2015-154599,2015-12-04,17/04/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499
2802,US-2016-110163,2016-01-11,04/11/2016,First Class,GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,97301.0,West,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,7.88
2804,CA-2016-159380,2016-12-05,16/05/2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12.84
2805,CA-2016-159380,2016-12-05,16/05/2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,25.68
2806,CA-2016-122623,2016-07-09,11/09/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,79907.0,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516
2816,CA-2016-104626,2016-01-09,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6
2817,CA-2016-104626,2016-01-09,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74
2818,CA-2016-104626,2016-01-09,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36
2819,CA-2016-104626,2016-01-09,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76
2832,CA-2015-148915,2015-01-11,05/11/2015,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206.0,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92
2833,CA-2015-148915,2015-01-11,05/11/2015,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206.0,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976
2840,US-2016-104185,2016-03-09,08/09/2016,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33
2900,CA-2016-166464,2016-12-09,17/09/2016,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035.0,East,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984
2901,CA-2016-166464,2016-12-09,17/09/2016,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6
2911,CA-2016-118444,2016-05-11,09/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,33065.0,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136
2915,CA-2016-134747,2016-12-10,17/10/2016,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,135.72
2916,CA-2016-134747,2016-12-10,17/10/2016,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,12.56
2917,CA-2016-134747,2016-12-10,17/10/2016,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96
2925,CA-2015-157721,2015-02-09,05/09/2015,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601.0,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9
2926,CA-2015-157721,2015-02-09,05/09/2015,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601.0,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71
2931,CA-2016-168564,2016-08-08,08/08/2016,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608
2932,CA-2016-168564,2016-08-08,08/08/2016,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28
2933,CA-2016-168564,2016-08-08,08/08/2016,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784
2975,CA-2016-137512,2016-07-05,12/05/2016,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006
2976,CA-2016-137512,2016-07-05,12/05/2016,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002.0,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,15.936
2980,CA-2016-139850,2016-12-06,17/06/2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,20.736
2981,CA-2016-139850,2016-12-06,17/06/2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.296
2982,CA-2015-131310,2015-12-07,18/07/2015,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136
2983,CA-2015-131310,2015-12-07,18/07/2015,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115.0,West,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,11.264
2984,US-2015-112872,2015-06-12,11/12/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424
2985,US-2015-112872,2015-06-12,11/12/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477.0,West,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49
3003,CA-2016-130610,2016-05-07,10/07/2016,Standard Class,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310.0,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,19.0
3020,CA-2016-123568,2016-08-11,14/11/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084.0,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,5.04
3021,CA-2016-123568,2016-08-11,14/11/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084.0,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94
3022,CA-2016-123568,2016-08-11,14/11/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084.0,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69
3023,CA-2016-123568,2016-08-11,14/11/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084.0,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68
3025,CA-2016-164441,2016-08-11,13/11/2016,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272
3026,CA-2016-164441,2016-08-11,13/11/2016,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94
3035,US-2016-123960,2016-11-06,16/06/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203.0,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7
3036,US-2016-123960,2016-11-06,16/06/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203.0,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26
3037,US-2016-123960,2016-11-06,16/06/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203.0,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3
3038,US-2016-123960,2016-11-06,16/06/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203.0,South,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,32.4
3039,US-2016-123960,2016-11-06,16/06/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203.0,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16
3075,CA-2016-126137,2016-03-10,08/10/2016,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,90032.0,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666
3119,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 âPillow Softâ Series Mid Back Swivel/Tilt Chairs,1123.92
3120,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584
3121,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672
3122,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768
3123,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6
3124,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768
3125,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624
3126,CA-2016-121720,2016-11-06,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808
3142,US-2015-122959,2015-12-12,12/12/2015,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392
3156,CA-2015-128986,2015-03-08,05/08/2015,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301.0,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024
3161,US-2015-150924,2015-12-09,16/09/2015,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070.0,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18
3186,CA-2015-123498,2015-07-11,09/11/2015,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046
3187,CA-2015-123498,2015-07-11,09/11/2015,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041.0,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352
3194,CA-2015-165428,2015-01-09,04/09/2015,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036.0,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648
3195,CA-2015-165428,2015-01-09,04/09/2015,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036.0,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104
3198,CA-2016-149384,2016-10-07,10/07/2016,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281.0,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366
3199,CA-2015-131527,2015-01-12,07/12/2015,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968
3203,CA-2015-158372,2015-10-11,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536
3204,CA-2015-158372,2015-10-11,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99
3205,CA-2015-158372,2015-10-11,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88
3206,CA-2015-158372,2015-10-11,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",62.24
3207,CA-2015-158372,2015-10-11,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2
3208,CA-2015-158372,2015-10-11,16/11/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84
3220,US-2016-137008,2016-02-10,08/10/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85
3221,US-2016-137008,2016-02-10,08/10/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701.0,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12
3222,US-2016-137008,2016-02-10,08/10/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701.0,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90.0
3223,CA-2015-108189,2015-02-10,05/10/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408
3224,CA-2015-108189,2015-02-10,05/10/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672
3225,CA-2015-108189,2015-02-10,05/10/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4
3226,CA-2015-108189,2015-02-10,05/10/2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768
